protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
http,102.205.252.46,83,Tanzania,TZ,Dodoma,transparent,true,27.11,AS329529,Kinetic Networks Limited,4708.76,1784330166.4508054
http,41.93.63.66,8080,Tanzania,TZ,Dar es Salaam,transparent,false,19.45,AS37182,Tanzania Education And Research Network,2177.65,1784330203.482973
